hotelname,postalcode,latitude,longitude,review_pos,review_neg,review_text,review-score
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,"Location, design, comfort and service to the top!",,"Location, design, comfort and service to the top! ",5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,"Comfortable, modern rooms and facilities. Excellent view of the city. Nice touches like the umbrella in the room. gourmet tea & nespresso machine.","Whilst the restaurant was nice and food was good, I wasn't a fan of the limited selection breakfast menu. It was far too heavy to eat each day and I would have preferred more choice or a simple continental buffet.Pool was nice, looked a bit cloudy. Balcony bar doesn't have much ambiance for drinks. Kind of felt like we were discouraged from spending money on drinks and enjoying our holiday.","Comfortable, modern rooms and facilities. Excellent view of the city. Nice touches like the umbrella in the room. gourmet tea & nespresso machine. Whilst the restaurant was nice and food was good, I wasn't a fan of the limited selection breakfast menu. It was far too heavy to eat each day and I would have preferred more choice or a simple continental buffet.Pool was nice, looked a bit cloudy. Balcony bar doesn't have much ambiance for drinks. Kind of felt like we were discouraged from spending money on drinks and enjoying our holiday.",4
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,"Nice stay, nice staffs & best location for eating place & MRT.",Nothing,"Nice stay, nice staffs & best location for eating place & MRT. Nothing",5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,"Amazing rooftop pool and the breakfasts were fantastic, albeit very expensive. The kaya spread was delicious. The staff were so friendly and helpful.",Expensive breakfasts.,"Amazing rooftop pool and the breakfasts were fantastic, albeit very expensive. The kaya spread was delicious. The staff were so friendly and helpful. Expensive breakfasts.",5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,the property was clean and well located. the rooms were small but confortable.,"For what the hotel provided it was very overpriced. The service was impersonal and the staff not very attentive.  The restaurant was terrible; the service very bad, the food mediocre and very overpriced.","the property was clean and well located. the rooms were small but confortable. For what the hotel provided it was very overpriced. The service was impersonal and the staff not very attentive.  The restaurant was terrible; the service very bad, the food mediocre and very overpriced.",4
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,"The hotel was quite nice. The gym was very good, with a nice set-up and a pool on the 30th floor. The down-town location was very convenient for getting around","all in all a good hotel, no complaints.","The hotel was quite nice. The gym was very good, with a nice set-up and a pool on the 30th floor. The down-town location was very convenient for getting around all in all a good hotel, no complaints.",4
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,"The staff were friendly, the room had a great view.",The misleading descriptions. The room was advertised as having a spa bath and hot tub but it just had a bath. It was also advertised as having a mini bar but it didn’t.,"The staff were friendly, the room had a great view. The misleading descriptions. The room was advertised as having a spa bath and hot tub but it just had a bath. It was also advertised as having a mini bar but it didn’t.",4
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,Staff was extremely accommodating. And special thanks for getting an access to the shower facility before going to the airport. Made all the difference after a very hot day,-,Staff was extremely accommodating. And special thanks for getting an access to the shower facility before going to the airport. Made all the difference after a very hot day -,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,"Great location and design, close to everything you need.",A bit pricey if you look at the price alone.,"Great location and design, close to everything you need. A bit pricey if you look at the price alone.",5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,stylish design of rooms and public spaces. close to train station and a large number of bar and food options.,nothing! Couldn’t fault it.,stylish design of rooms and public spaces. close to train station and a large number of bar and food options. nothing! Couldn’t fault it.,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,"Friendly staff, amazing location, very clean",Breakfast not included,"Friendly staff, amazing location, very clean Breakfast not included",5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,Modern hotel at a convenient location right next to an MRT station. Good rooms and helpful staff. Overall a nice semi-high end place to stay when exploring Singapore.,"A few minor tech issues at the restaurant made ordering food a bit complicated during dinner. We also had a few issues ordering breakfast which resulted in mistaken orders, but these were resolved. Fairly limited breakfast options so we ended up going out for breakfast most days.","Modern hotel at a convenient location right next to an MRT station. Good rooms and helpful staff. Overall a nice semi-high end place to stay when exploring Singapore. A few minor tech issues at the restaurant made ordering food a bit complicated during dinner. We also had a few issues ordering breakfast which resulted in mistaken orders, but these were resolved. Fairly limited breakfast options so we ended up going out for breakfast most days.",4
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,This hotel is located near a train station and minutes to restaurants and bars. The staff were so lovely and helpful.,Breakfast included would've been a great add on.,This hotel is located near a train station and minutes to restaurants and bars. The staff were so lovely and helpful. Breakfast included would've been a great add on.,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,"clean, modern and well-designed. great optimization of space",none,"clean, modern and well-designed. great optimization of space none",5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,All staff were very friendly and the facilities were beautiful and clean. We had a late flight and they let us use the facilities until we had to leave for the airport.,,All staff were very friendly and the facilities were beautiful and clean. We had a late flight and they let us use the facilities until we had to leave for the airport. ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,The view was superb. The bed was huge and super comfortable! The rain shower was amazing to clean off after a long day walking around the city enjoying everything it has to offer!,"The elevator was a bit slow, but thats all! Everything else was just as described.","The view was superb. The bed was huge and super comfortable! The rain shower was amazing to clean off after a long day walking around the city enjoying everything it has to offer! The elevator was a bit slow, but thats all! Everything else was just as described.",5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,"Great location if you want to explore the many hawker centres.Hotel was nice and clean, very good in rom amenitiesStaff were great",Nothing,"Great location if you want to explore the many hawker centres.Hotel was nice and clean, very good in rom amenitiesStaff were great Nothing",5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,I like your kindness.Breakfast is very nice.,not especially.,I like your kindness.Breakfast is very nice. not especially.,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,"Excellent location -  train station is 1 min walk away, China town is less than 10 minutes walk, all the attractions are easily accessible from this hotel. Nice room - spacious, clean, modern, good facilities, very comfortable bed. Excellent wifi - no connection problems at all.","I was rather underwhelmed with the breakfast. If it isn't included in your stay,  go to one of the numerous restaurants close by and get breakfast.","Excellent location -  train station is 1 min walk away, China town is less than 10 minutes walk, all the attractions are easily accessible from this hotel. Nice room - spacious, clean, modern, good facilities, very comfortable bed. Excellent wifi - no connection problems at all. I was rather underwhelmed with the breakfast. If it isn't included in your stay,  go to one of the numerous restaurants close by and get breakfast.",4
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,"great location. I loved the welcome tea ceremony.  a really nice touch. also loved the lobby design, gym and rooftop pool.",my husband found the rooms a little bit small for us. but I was ok with it,"great location. I loved the welcome tea ceremony.  a really nice touch. also loved the lobby design, gym and rooftop pool. my husband found the rooms a little bit small for us. but I was ok with it",5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,"The location was excellent, the hotel beautifully designed and decorated with absolute attention to detail and the historical impact of the area. The bed and pillows were super comfortable and a reasonable size room for Singapore. I really loved the large windows and the decor. The room was super quiet. The staff were very helpful and pleasant to deal with overall.","The lighting in the bathroom is very dark and there are no power points with access to a mirror to dry your hair. The breakfast felt a little overpriced for what it was. Also, we wanted room service for breakfast one morning as I had a headache but were told we had to wait until the dine-in breakfast was finished at 10:30am before they would serve breakfast to our room. I have never experienced this in a hotel before. Plan breakfast elsewhere, otherwise the hotel is great.","The location was excellent, the hotel beautifully designed and decorated with absolute attention to detail and the historical impact of the area. The bed and pillows were super comfortable and a reasonable size room for Singapore. I really loved the large windows and the decor. The room was super quiet. The staff were very helpful and pleasant to deal with overall. The lighting in the bathroom is very dark and there are no power points with access to a mirror to dry your hair. The breakfast felt a little overpriced for what it was. Also, we wanted room service for breakfast one morning as I had a headache but were told we had to wait until the dine-in breakfast was finished at 10:30am before they would serve breakfast to our room. I have never experienced this in a hotel before. Plan breakfast elsewhere, otherwise the hotel is great.",5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,"Great location. Close to MRT, restaurants and Chinatown. with MRT across the street, all Singapore attractions were easily accessible. All facilities were first class.",,"Great location. Close to MRT, restaurants and Chinatown. with MRT across the street, all Singapore attractions were easily accessible. All facilities were first class. ",5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,"We were greeted by friendly and welcoming staff at the reception. Overall, the service was great and they even offered a nice surprise (complimentary cake) for those who are planning to celebrate their friends/family’s birthday there.",,"We were greeted by friendly and welcoming staff at the reception. Overall, the service was great and they even offered a nice surprise (complimentary cake) for those who are planning to celebrate their friends/family’s birthday there. ",5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,"Clean, convenient and great location!",,"Clean, convenient and great location! ",5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,"Wow, what a fantastic hotel.  We booked this hotel for its central location … and were not disappointed as right next to MRT station and short walking distance to key sights, shopping malls, hawker markets, etc.  But what we didn’t expect is such a great quality hotel - the decor is very tasteful, the ‘tea ceremony’ welcome was lovely, and the room, bed and shower facilities were perfect.  A very comfy bed and a superb rain shower.  Although we ate out most days, we still managed to enjoy a great breakfast at the hotel one morning. And all the staff were so friendly and helpful … and clearly very proud to be working in this hotel.  We really really highly recommend this hotel experience.","Nothing … although house keeping did forget to leave soap, bath towel, hand towel, conditioner some days.  But this is not a complaint as their response to our needs and requests was excellent!","Wow, what a fantastic hotel.  We booked this hotel for its central location … and were not disappointed as right next to MRT station and short walking distance to key sights, shopping malls, hawker markets, etc.  But what we didn’t expect is such a great quality hotel - the decor is very tasteful, the ‘tea ceremony’ welcome was lovely, and the room, bed and shower facilities were perfect.  A very comfy bed and a superb rain shower.  Although we ate out most days, we still managed to enjoy a great breakfast at the hotel one morning. And all the staff were so friendly and helpful … and clearly very proud to be working in this hotel.  We really really highly recommend this hotel experience. Nothing … although house keeping did forget to leave soap, bath towel, hand towel, conditioner some days.  But this is not a complaint as their response to our needs and requests was excellent!",5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,"give a big thumb for the WC. good location. enjoyable ID details for the overall hotel. soothing scent once step into the lobby. I love their welcome tea ceremony very much as I’m a tea person, they introduce Singapore chinatown history for us as well. I been to Singapore for so many times, this is my first time listening to their history. besides, they gave tea and cookies in box wrap with cloth (very presentable way of gifting) as our souvenir in the room. very good experience",,"give a big thumb for the WC. good location. enjoyable ID details for the overall hotel. soothing scent once step into the lobby. I love their welcome tea ceremony very much as I’m a tea person, they introduce Singapore chinatown history for us as well. I been to Singapore for so many times, this is my first time listening to their history. besides, they gave tea and cookies in box wrap with cloth (very presentable way of gifting) as our souvenir in the room. very good experience ",5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,"Fantastic location, right in the heart of Chinatown and next to Far East Square. Staff were super friendly and helpful, beautiful facilities and amenities. Room was beautiful and comfortable, will definitely stay again!",Bathroom was a tad squishy but not really a major issue,"Fantastic location, right in the heart of Chinatown and next to Far East Square. Staff were super friendly and helpful, beautiful facilities and amenities. Room was beautiful and comfortable, will definitely stay again! Bathroom was a tad squishy but not really a major issue",5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,"clean, nice facility and modern design","The crack between the bed where our head lays have an scant constant odor, still persisted after change of sheets","clean, nice facility and modern design The crack between the bed where our head lays have an scant constant odor, still persisted after change of sheets",4
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,Fantastic location. Heated toilet seat! (but a bit noisy). Staff very friendly and helpful.,Bar wasn't open enough. No room service. Never did work out how the room lights worked. Got stuck in the lift......,Fantastic location. Heated toilet seat! (but a bit noisy). Staff very friendly and helpful. Bar wasn't open enough. No room service. Never did work out how the room lights worked. Got stuck in the lift......,4
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,"Great room - comfortable, clean and nice decor.","While the staff were all very polite and tried to assist, there were a number of communication issues. For example, we were told we could have breakfast as room service, then not, then told we couldn’t have breakfast in the restaurant either but we did eventually get and it wasn’t great. We requested a large taxi to be ordered, one which took card payments but it wasn’t ordered. We asked again and received a small taxi (barely got our luggage in) and it was cash only.","Great room - comfortable, clean and nice decor. While the staff were all very polite and tried to assist, there were a number of communication issues. For example, we were told we could have breakfast as room service, then not, then told we couldn’t have breakfast in the restaurant either but we did eventually get and it wasn’t great. We requested a large taxi to be ordered, one which took card payments but it wasn’t ordered. We asked again and received a small taxi (barely got our luggage in) and it was cash only.",4
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,The staff during check in was very accomplished..,"Its alittle on the high price, which other hotels which such cleanliness and facilities you can get slightly cheaper. On top of that the amenities within the room is not top up ok the first day, meaning we need to keep requesting. But it not such a big deal though.","The staff during check in was very accomplished.. Its alittle on the high price, which other hotels which such cleanliness and facilities you can get slightly cheaper. On top of that the amenities within the room is not top up ok the first day, meaning we need to keep requesting. But it not such a big deal though.",4
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,"The staff were very friendly and helpful; excellent service. Loved the whole concept of the hotel! The room was clean and they had all the necessary amenities, including a coffee machine in the room. The breakfast was AMAZING! The location was fabulous as well, close to MRT and all the prime areas.","nothing, absolutely loved it, one of the very best I've stayed at.","The staff were very friendly and helpful; excellent service. Loved the whole concept of the hotel! The room was clean and they had all the necessary amenities, including a coffee machine in the room. The breakfast was AMAZING! The location was fabulous as well, close to MRT and all the prime areas. nothing, absolutely loved it, one of the very best I've stayed at.",5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,"Pretty much everything! Hotel went an extra mile to prepare a Halal cake for me for my birthday celebration despite the hotel being non-Halal. Very thoughtful, indeed. :) Love the bidet system, beautiful roomviews and the gym was very well-equipped too!","The entrance don’t quite look like a hotel entrance, only steps available - this is ok for me. But people who may have difficulty taking the stairs/have really heavy luggages, do take note and be careful!","Pretty much everything! Hotel went an extra mile to prepare a Halal cake for me for my birthday celebration despite the hotel being non-Halal. Very thoughtful, indeed. :) Love the bidet system, beautiful roomviews and the gym was very well-equipped too! The entrance don’t quite look like a hotel entrance, only steps available - this is ok for me. But people who may have difficulty taking the stairs/have really heavy luggages, do take note and be careful!",5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,Love the special 4pm late check-out programme! Comfortable bed.,Nothing,Love the special 4pm late check-out programme! Comfortable bed. Nothing,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,The location is excellent - close to excellent eateries and the Downtown MRT line (which connects to most of the key tourist destinations in Singapore).,Although staff are accommodating access to the pool can be very difficult due to Covid measures so this is not the hotel for you if you want to spend most of your time lounging next to the pool.,The location is excellent - close to excellent eateries and the Downtown MRT line (which connects to most of the key tourist destinations in Singapore). Although staff are accommodating access to the pool can be very difficult due to Covid measures so this is not the hotel for you if you want to spend most of your time lounging next to the pool.,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,"I've requested a higher floor for my birthday, not only did they manage to fulfill my request but they've also delivered a cake! Also, the seating at the Qin Restaurants is quite limited. However, appreciate that the staff has arranged for the breakfast to be delivered to the room so that we can still enjoy it without waking up too early. The location is really superb as well, it's convenient to go everywhere as the MRT is just opposite the hotel. I had a great time at The Clan Hotel.","I did not know that the Jacuzzi was closed, but I still have a relaxing time at the pool.","I've requested a higher floor for my birthday, not only did they manage to fulfill my request but they've also delivered a cake! Also, the seating at the Qin Restaurants is quite limited. However, appreciate that the staff has arranged for the breakfast to be delivered to the room so that we can still enjoy it without waking up too early. The location is really superb as well, it's convenient to go everywhere as the MRT is just opposite the hotel. I had a great time at The Clan Hotel. I did not know that the Jacuzzi was closed, but I still have a relaxing time at the pool.",5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,"Very classy interior, super friendly staff with great service, amazing heated toilet bowl",there was a bit of a funky smell from the pillow but that is literally all,"Very classy interior, super friendly staff with great service, amazing heated toilet bowl there was a bit of a funky smell from the pillow but that is literally all",5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,The doorkeys had to be programmed several times in order to make them work for the elevators and for the room door. This was done promptly by the friendly staff., The doorkeys had to be programmed several times in order to make them work for the elevators and for the room door. This was done promptly by the friendly staff.,4
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,"The hotel itself is brand-new and very well designed. It has pretty much everything you need, a well-equipped gym, nice rooms with a large window to see the landscape of Singapore, the location is excellent, everything can be reached via walking. Clubs Street and Telok Ayer Street, two very popular roads with plenty of restaurants and cafes are just across the street and the Marina is an easy 8 min walk. The first room I got was quite small but the staff arranged a different room for me which was much more spacious. Again, overall a very satisfying stay at a nice hotel.","There are 3 things I did not like:1. It was extremely difficult to reach the staff, let it be reception, housekeeping or restaurant, it always took multiple times until I reached someone who could answer my request. I always got some unprofessional reply that things are busy etc etc, but honestly for a hotel of this price category and claiming 5 stars this is by far not what I have experienced at other 5 stars hotels. I mentioned this a few times, but I guess my opinion was not really important. However, once I reached the staff they always answered my request and made it happen. 2. The pillows had a very weird smell. I was hoping that the smell of the pillows would go away after the housekeeping changes the sheets but it was still there. Hence I suspect the sheets weren't changed or they use some funky detergent at the hotel. 3. Food comes in paper boxes - I only ordered once and it was simple, scrambled eggs and bread and it was delivered in a paper box for 20 SGD (14 EUR). I would have expected something else from a 5 star hotel - again I suspect it was ordered from somewhere else. Not really a performance I would expect from such an expensive hotel....it might be because the hotel is still new but then guests need to be informed.","The hotel itself is brand-new and very well designed. It has pretty much everything you need, a well-equipped gym, nice rooms with a large window to see the landscape of Singapore, the location is excellent, everything can be reached via walking. Clubs Street and Telok Ayer Street, two very popular roads with plenty of restaurants and cafes are just across the street and the Marina is an easy 8 min walk. The first room I got was quite small but the staff arranged a different room for me which was much more spacious. Again, overall a very satisfying stay at a nice hotel. There are 3 things I did not like:1. It was extremely difficult to reach the staff, let it be reception, housekeeping or restaurant, it always took multiple times until I reached someone who could answer my request. I always got some unprofessional reply that things are busy etc etc, but honestly for a hotel of this price category and claiming 5 stars this is by far not what I have experienced at other 5 stars hotels. I mentioned this a few times, but I guess my opinion was not really important. However, once I reached the staff they always answered my request and made it happen. 2. The pillows had a very weird smell. I was hoping that the smell of the pillows would go away after the housekeeping changes the sheets but it was still there. Hence I suspect the sheets weren't changed or they use some funky detergent at the hotel. 3. Food comes in paper boxes - I only ordered once and it was simple, scrambled eggs and bread and it was delivered in a paper box for 20 SGD (14 EUR). I would have expected something else from a 5 star hotel - again I suspect it was ordered from somewhere else. Not really a performance I would expect from such an expensive hotel....it might be because the hotel is still new but then guests need to be informed.",4
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,"Thank you for accommodating my requests, and gave me and my partner a great staycation experience, with complimentary tea ceremony and check-out extension.","The pool does not have heater, I swam 9PM it was cold.","Thank you for accommodating my requests, and gave me and my partner a great staycation experience, with complimentary tea ceremony and check-out extension. The pool does not have heater, I swam 9PM it was cold.",5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,"The location, the room and the pool.",It would be great to have another dustbin in the bedroom itself other than 1 and only in the bathroom.,"The location, the room and the pool. It would be great to have another dustbin in the bedroom itself other than 1 and only in the bathroom.",5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,"Location, fluffy pillows, bidet,filtered water, complimentary tea, design concept, tasty breakfast.Some staff members outstanding (concierge, lady who came instantly to attend to my request for help with safe,waiter who specially got yogurt for me and was so smiling, concerned and welcoming, reception who helped my friend with her contact tracing details). Skyline pool with astounding view .That we were given a room on a high floor with tremendous view.","Breakfast staff had to check that we qualified for free breakfast and kept us waiting, only explaining later. Sink outside the room, we asked for twin bed but given a double. Bit noisy at night, strange tinkling sounds, toiletries in cheap plastic containers","Location, fluffy pillows, bidet,filtered water, complimentary tea, design concept, tasty breakfast.Some staff members outstanding (concierge, lady who came instantly to attend to my request for help with safe,waiter who specially got yogurt for me and was so smiling, concerned and welcoming, reception who helped my friend with her contact tracing details). Skyline pool with astounding view .That we were given a room on a high floor with tremendous view. Breakfast staff had to check that we qualified for free breakfast and kept us waiting, only explaining later. Sink outside the room, we asked for twin bed but given a double. Bit noisy at night, strange tinkling sounds, toiletries in cheap plastic containers",5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,very new very high class very technological advanced.,nothing,very new very high class very technological advanced. nothing,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,Super attentive and friendly staff. Kudos!,,Super attentive and friendly staff. Kudos! ,5
