hotelname,postalcode,latitude,longitude,review_pos,review_neg,review_text,review-score
Marina Bay Sands,018956,1.2837337833333333,103.85955816666666,Everything,Nothing,Everything Nothing,5
Marina Bay Sands,018956,1.2837337833333333,103.85955816666666,"Beautiful pool on the roof with sensational views. We opted for a suite which came with superb complimentary breakfast; afternoon tea; evening drinks & canapes and airport transfers. Arrived on a very early flight, met at the airport by hotel limo and our room was ready by the time we had finished our breakfast. Left on a very late flight but easy to use facilities once we had vacated the room. Staff were excellent.",Sofa bed in suite was a bit uncomfortable for our teenage son.,"Beautiful pool on the roof with sensational views. We opted for a suite which came with superb complimentary breakfast; afternoon tea; evening drinks & canapes and airport transfers. Arrived on a very early flight, met at the airport by hotel limo and our room was ready by the time we had finished our breakfast. Left on a very late flight but easy to use facilities once we had vacated the room. Staff were excellent. Sofa bed in suite was a bit uncomfortable for our teenage son.",5
Marina Bay Sands,018956,1.2837337833333333,103.85955816666666,Location and furnishings,,Location and furnishings ,5
Marina Bay Sands,018956,1.2837337833333333,103.85955816666666,Simply Phenomenal,,Simply Phenomenal ,5
Marina Bay Sands,018956,1.2837337833333333,103.85955816666666,everything,-,everything -,5
Marina Bay Sands,018956,1.2837337833333333,103.85955816666666,iconic monument (more than a hotel) The Skypark (rooftop pool) is just amazing. the entire world gathers here :),no restaurant open at Skypark pool at 11 am for a drink or late breakfast… not acceptable when you pay 600€ for one night!!,iconic monument (more than a hotel) The Skypark (rooftop pool) is just amazing. the entire world gathers here :) no restaurant open at Skypark pool at 11 am for a drink or late breakfast… not acceptable when you pay 600€ for one night!!,5
Marina Bay Sands,018956,1.2837337833333333,103.85955816666666,love the pool and views. the best!,,love the pool and views. the best! ,5
Marina Bay Sands,018956,1.2837337833333333,103.85955816666666,One of the best place in Singapore Marina and lots of attractions nearby.,,One of the best place in Singapore Marina and lots of attractions nearby. ,4
Marina Bay Sands,018956,1.2837337833333333,103.85955816666666,"Exceptional hotel in the best location. Great service, great views and let's not forget the largest infinity pool in the world.",,"Exceptional hotel in the best location. Great service, great views and let's not forget the largest infinity pool in the world. ",5
Marina Bay Sands,018956,1.2837337833333333,103.85955816666666,I love how inviting the staff was and how beautiful the hotel was.,I feel it’s overpriced,I love how inviting the staff was and how beautiful the hotel was. I feel it’s overpriced,5
Marina Bay Sands,018956,1.2837337833333333,103.85955816666666,"it is a kind of world wonder, really huge and impressive, especially the infinity pool on the roof","no benches or chairs in the lobby, shoyld have a bigger cafe or more cafes","it is a kind of world wonder, really huge and impressive, especially the infinity pool on the roof no benches or chairs in the lobby, shoyld have a bigger cafe or more cafes",5
Marina Bay Sands,018956,1.2837337833333333,103.85955816666666,Everything about that place is fantastic.,Nothing at all.,Everything about that place is fantastic. Nothing at all.,5
Marina Bay Sands,018956,1.2837337833333333,103.85955816666666,"clean, great services",none,"clean, great services none",5
Marina Bay Sands,018956,1.2837337833333333,103.85955816666666,The view is spectacular. So is the staff :) Worth visiting once is a lifetime,Nothing,The view is spectacular. So is the staff :) Worth visiting once is a lifetime Nothing,5
Marina Bay Sands,018956,1.2837337833333333,103.85955816666666,Amazing room with view on garden by the bay and the sea with a balcony. It was my mom's birthday and they got her a nice cake and chocolates. Staff were so kind and so professional!,Nothing at all! Maybe the price!!,Amazing room with view on garden by the bay and the sea with a balcony. It was my mom's birthday and they got her a nice cake and chocolates. Staff were so kind and so professional! Nothing at all! Maybe the price!!,5
Marina Bay Sands,018956,1.2837337833333333,103.85955816666666,proximity to amenities and the city and the pool area,very busy like a bus station and the beds could have been better for the $ paid,proximity to amenities and the city and the pool area very busy like a bus station and the beds could have been better for the $ paid,4
Marina Bay Sands,018956,1.2837337833333333,103.85955816666666,Everything,Rate too high,Everything Rate too high,5
Marina Bay Sands,018956,1.2837337833333333,103.85955816666666,The hotel feels very grand and we very much enjoyed the rooftop pool and facilities. The room was also very nice and furnished nicely.,Joining a 30 minute queue to check in is not exactly a luxurious way to arrive at the hotel. All of the prices in the hotel are so expensive.  Prices for drinks by the pool and rooftop bars are just crazy.,The hotel feels very grand and we very much enjoyed the rooftop pool and facilities. The room was also very nice and furnished nicely. Joining a 30 minute queue to check in is not exactly a luxurious way to arrive at the hotel. All of the prices in the hotel are so expensive.  Prices for drinks by the pool and rooftop bars are just crazy.,4
Marina Bay Sands,018956,1.2837337833333333,103.85955816666666,The best hotel we've ever been to.The pool is unbelievable!,,The best hotel we've ever been to.The pool is unbelievable! ,5
Marina Bay Sands,018956,1.2837337833333333,103.85955816666666,"The view from our room over looking the Marina Bay Garden, in particular the light show at night.","The infinitive pool is conjested, a lot of guests but with limited sunbathing chair.","The view from our room over looking the Marina Bay Garden, in particular the light show at night. The infinitive pool is conjested, a lot of guests but with limited sunbathing chair.",5
Marina Bay Sands,018956,1.2837337833333333,103.85955816666666,"Top hotel at an iconic place, great rooms, views, services and amenities.","Breakfast is ok but could be better, especially queue management. Restaurants close too early, so no cocktails at night.","Top hotel at an iconic place, great rooms, views, services and amenities. Breakfast is ok but could be better, especially queue management. Restaurants close too early, so no cocktails at night.",5
Marina Bay Sands,018956,1.2837337833333333,103.85955816666666,"The room cleanliness, the infinity pool, food, staff, location, the mall",The price is extremely high,"The room cleanliness, the infinity pool, food, staff, location, the mall The price is extremely high",5
Marina Bay Sands,018956,1.2837337833333333,103.85955816666666,"I LIKED ABSOLUTELY ALL. THE HOTEL IS ABSOLUTELY STUNNING.THE ROOM AT 48TH FLOOR WITH THE SKY VIEW WAS BREATHTAKING. THE INFINITY POOL IS A MUST TO DO IN SINGAPORE. ALL THE STAFF WAS AMAZING, VERY KIND. VERY NICE STAY.",THE ROOM SERVICE WAS A LITTLE BIT SLOW BUT OF COURSE THE HOTEL HAS THOUSAND OF ROOMS SO I THINK THAT THE WAITING TIME WAS NORMALFOR THE REST WE ARE VERY HAPPY FOR EVERYTHING,"I LIKED ABSOLUTELY ALL. THE HOTEL IS ABSOLUTELY STUNNING.THE ROOM AT 48TH FLOOR WITH THE SKY VIEW WAS BREATHTAKING. THE INFINITY POOL IS A MUST TO DO IN SINGAPORE. ALL THE STAFF WAS AMAZING, VERY KIND. VERY NICE STAY. THE ROOM SERVICE WAS A LITTLE BIT SLOW BUT OF COURSE THE HOTEL HAS THOUSAND OF ROOMS SO I THINK THAT THE WAITING TIME WAS NORMALFOR THE REST WE ARE VERY HAPPY FOR EVERYTHING",5
Marina Bay Sands,018956,1.2837337833333333,103.85955816666666,The view from the hotel is beautiful and the staff very helpful.,,The view from the hotel is beautiful and the staff very helpful. ,4
Marina Bay Sands,018956,1.2837337833333333,103.85955816666666,Every thing was nice,,Every thing was nice ,5
Marina Bay Sands,018956,1.2837337833333333,103.85955816666666,"Excellent service, fabulous room with views over the bay, close to transport and access to attractions, great shopping experience.",Nothing,"Excellent service, fabulous room with views over the bay, close to transport and access to attractions, great shopping experience. Nothing",5
Marina Bay Sands,018956,1.2837337833333333,103.85955816666666,Room. Roof top. View. Staff.Hotel was perfect but its price is so high and the value was not commensurate with its price.,Nothing,Room. Roof top. View. Staff.Hotel was perfect but its price is so high and the value was not commensurate with its price. Nothing,5
Marina Bay Sands,018956,1.2837337833333333,103.85955816666666,"Everything is great, and a special thanks to the reception  LISSA and all the staff are cooperative Amazing",-,"Everything is great, and a special thanks to the reception  LISSA and all the staff are cooperative Amazing -",5
Marina Bay Sands,018956,1.2837337833333333,103.85955816666666,"The management, particularly Nicole Lee, made such a special effort to provide a personalised service to ensure we enjoyed our stay. The location was perfect and and infinity pool is incredible. Every staff member we spoke to went above and beyond to make our time at MBS as special as possible and my family and I greatly appreciate all their efforts and personalised acts of kindness.",sadly there weren’t too many vegetarian options. however the staff did try to accommodate us when they could,"The management, particularly Nicole Lee, made such a special effort to provide a personalised service to ensure we enjoyed our stay. The location was perfect and and infinity pool is incredible. Every staff member we spoke to went above and beyond to make our time at MBS as special as possible and my family and I greatly appreciate all their efforts and personalised acts of kindness. sadly there weren’t too many vegetarian options. however the staff did try to accommodate us when they could",4
Marina Bay Sands,018956,1.2837337833333333,103.85955816666666,"Worth the splurge, excellent value for the money as the hotel and views are iconic. Swimming in the infinity pool at sunrise is a must! Cocktails at Spago are unique and wonderful. I cannot imagine visiting Singapore without staying at this hotel.",n/a,"Worth the splurge, excellent value for the money as the hotel and views are iconic. Swimming in the infinity pool at sunrise is a must! Cocktails at Spago are unique and wonderful. I cannot imagine visiting Singapore without staying at this hotel. n/a",5
Marina Bay Sands,018956,1.2837337833333333,103.85955816666666,"The hotel has great services. The pool on the top is just amazing, and the rooms were great as you can expect of a 5 stars hotel. Connected with a huge mall and casino, along with many restaurants and shops, so very good in general","Not that I didnt like, just I think you dont get what you pay for. It's too expensive for what it really is. If you dont consider the pool, I have been in better hotels for 2/3 or even half of the money","The hotel has great services. The pool on the top is just amazing, and the rooms were great as you can expect of a 5 stars hotel. Connected with a huge mall and casino, along with many restaurants and shops, so very good in general Not that I didnt like, just I think you dont get what you pay for. It's too expensive for what it really is. If you dont consider the pool, I have been in better hotels for 2/3 or even half of the money",4
