hotelname,postalcode,latitude,longitude,review_pos,review_neg,review_text,review-score,overall_score,cleanliness,comfort,location,facilities,staff,value_for_money,Free_Wifi
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,"Great attention to details - staff was always willing to help and provide service above and beyond! When it was really hot and we were at the pool, the team was quick to offer ice cream and coconut drinks as refreshments!",Nothing!,"Great attention to details - staff was always willing to help and provide service above and beyond! When it was really hot and we were at the pool, the team was quick to offer ice cream and coconut drinks as refreshments! Nothing!",5,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,"Breakfast were of limited choices. Booked for maiin course for 6, yet only got 5 , when complained the waitress kept checking & counting instead of apologizing & promptly prepared the missing main course.","The room was small for the price we paid, hardly any space to open our suitcase. No pool attendant to provide towel.","Breakfast were of limited choices. Booked for maiin course for 6, yet only got 5 , when complained the waitress kept checking & counting instead of apologizing & promptly prepared the missing main course. The room was small for the price we paid, hardly any space to open our suitcase. No pool attendant to provide towel.",4,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,"Wonderful hotel. Friendly and helpful staff. Cocktails and canapés was a great added benefit. Breakfast was great. Golf buggy down to the beach was fun. Overall, fantastic experience, highly recommend.","Nothing, it was all wonderful!","Wonderful hotel. Friendly and helpful staff. Cocktails and canapés was a great added benefit. Breakfast was great. Golf buggy down to the beach was fun. Overall, fantastic experience, highly recommend. Nothing, it was all wonderful!",5,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,This place is absolutely wonderful.  It is the best place we have stayed at so far.  Staff were AMAZING - proactive; excellent customer service; went above and beyond; friendly; thoughtful. Can’t rave enough about how special they made our stay.  Rooms exceptionally clean.  Inclusions made this excellent value for money.  We will be back and we will be telling everyone about it.,Could not fault a thing.,This place is absolutely wonderful.  It is the best place we have stayed at so far.  Staff were AMAZING - proactive; excellent customer service; went above and beyond; friendly; thoughtful. Can’t rave enough about how special they made our stay.  Rooms exceptionally clean.  Inclusions made this excellent value for money.  We will be back and we will be telling everyone about it. Could not fault a thing.,5,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,"Quiet, exclusive property with exceptional, personable service from Jun Sheng and team.",,"Quiet, exclusive property with exceptional, personable service from Jun Sheng and team. ",5,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,"The staff were friendly and couldn’t do enough for us, the hotel was exceptional in every way",,"The staff were friendly and couldn’t do enough for us, the hotel was exceptional in every way ",5,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,The access to swimming pool from the room!The canopy amd breakfast! The friendly staff!,Nothing,The access to swimming pool from the room!The canopy amd breakfast! The friendly staff! Nothing,5,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,"We enjoyed the Swimming pool, bathtub and shower. Staffs were friendly and polite. Had a surprise birthday cake from hotel management, Thank you!","There are lots of millipedes, worms and mosquitoes. Bedroom quite small.","We enjoyed the Swimming pool, bathtub and shower. Staffs were friendly and polite. Had a surprise birthday cake from hotel management, Thank you! There are lots of millipedes, worms and mosquitoes. Bedroom quite small.",4,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,The stay was peaceful and relaxing. My son had the pool to himself for 2 days.,The layout of the room (you see the bed the moment you open the door),The stay was peaceful and relaxing. My son had the pool to himself for 2 days. The layout of the room (you see the bed the moment you open the door),5,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,"Everything was amazing! Even before we arrived, Aaron had reached out to help organise a complimentary airport transfer which was so appreciated. We were celebrating our anniversary and were surprised with a cake on our first night. Our housekeep Jack made really cute towel animals everyday. Complimentary buggy to the beach was very nice! Evening canapés were the best, 1904 spritz and French 75 were favourites! We also received a free bottle of champagne on our last night which was so unexpected and lovely. Aaron even helped toorganise a car for us to get to our next hotel when we checked out which was so great! Every staff member we met was so lovely and really had personalized service. We didn’t manage to grab everyone’s name but would want to thank everyone for making our stay so enjoyable! Definitely will be returning!!! p.s. the pool access rooms were amazing!",Would like a full length mirror in the room.,"Everything was amazing! Even before we arrived, Aaron had reached out to help organise a complimentary airport transfer which was so appreciated. We were celebrating our anniversary and were surprised with a cake on our first night. Our housekeep Jack made really cute towel animals everyday. Complimentary buggy to the beach was very nice! Evening canapés were the best, 1904 spritz and French 75 were favourites! We also received a free bottle of champagne on our last night which was so unexpected and lovely. Aaron even helped toorganise a car for us to get to our next hotel when we checked out which was so great! Every staff member we met was so lovely and really had personalized service. We didn’t manage to grab everyone’s name but would want to thank everyone for making our stay so enjoyable! Definitely will be returning!!! p.s. the pool access rooms were amazing! Would like a full length mirror in the room.",5,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,Ease of access to Vivo City. Monorail close at hand to visit all Sentosa has to offer.A few good restaurants in walking distance.,,Ease of access to Vivo City. Monorail close at hand to visit all Sentosa has to offer.A few good restaurants in walking distance. ,5,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,"I love everything it is to it! From the rooms (albeit a little too small) the service staff and the package tied to my booking, especially the free flow alcohol with the canapès! Special kudos to the team, in particular, Emily and Jia Ming, who made my partner and I feel so at home and welcomed. The food was good; the drinks were exceptional! Haha! I loved the jacuzzi too! Thank you once again for that lovely experience! I would be coming back again!Ina & Mr Peng",None.,"I love everything it is to it! From the rooms (albeit a little too small) the service staff and the package tied to my booking, especially the free flow alcohol with the canapès! Special kudos to the team, in particular, Emily and Jia Ming, who made my partner and I feel so at home and welcomed. The food was good; the drinks were exceptional! Haha! I loved the jacuzzi too! Thank you once again for that lovely experience! I would be coming back again!Ina & Mr Peng None.",5,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,The staff were very helpful,There was no space for a child’s bed in the room,The staff were very helpful There was no space for a child’s bed in the room,4,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,amazing experience,nothing,amazing experience nothing,5,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,The hotel staff were all very friendly and accommodating to our requests. Our experience felt very personalized as the staff could even remember our names. Thank you for a great staycation experience.,,The hotel staff were all very friendly and accommodating to our requests. Our experience felt very personalized as the staff could even remember our names. Thank you for a great staycation experience. ,4,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,,"The plug in the bathroom doesn't match with the hairdryer, has to take out to the bedroom to dry hair"," The plug in the bathroom doesn't match with the hairdryer, has to take out to the bedroom to dry hair",5,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,"Everything about the hotel was great. The staff were exception and really took the time to get to know our family and their needs. The food provided was outstanding. The facilities are exceptional and private, it really feels like you are on an exclusive island resort. Loved the buggy service down to the beach, made it easy to get there and back with a toddler.",The food portions were very large and we couldn't finish everything.,"Everything about the hotel was great. The staff were exception and really took the time to get to know our family and their needs. The food provided was outstanding. The facilities are exceptional and private, it really feels like you are on an exclusive island resort. Loved the buggy service down to the beach, made it easy to get there and back with a toddler. The food portions were very large and we couldn't finish everything.",5,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,Staff attentiveness and anticipation.Layout of rooms and pool.Ease of check-in / check-out.Cocktails and bar food.,"Room decor a bit kitsch.Limited breakfast options.No freshly squeezed fruit juice.Pool towel service.This is a $1000 a night hotel - near perfection is expected.Room instructions - lights, toilet, etc.","Staff attentiveness and anticipation.Layout of rooms and pool.Ease of check-in / check-out.Cocktails and bar food. Room decor a bit kitsch.Limited breakfast options.No freshly squeezed fruit juice.Pool towel service.This is a $1000 a night hotel - near perfection is expected.Room instructions - lights, toilet, etc.",4,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,The hotel had excellent crowd control in view of the COVID situation. The service from the hotel staff were impeccable. The hotel really pampers the guest with luxurious toiletries which smells amazing. The complimentary 5-8pm evening cocktail hours were splendid.,The mosquitos and moth which flew into the room. Was disappointed that the afternoon tea time was chargeable and not complimentary given the exorbitant room rate charged at such premium price.,The hotel had excellent crowd control in view of the COVID situation. The service from the hotel staff were impeccable. The hotel really pampers the guest with luxurious toiletries which smells amazing. The complimentary 5-8pm evening cocktail hours were splendid. The mosquitos and moth which flew into the room. Was disappointed that the afternoon tea time was chargeable and not complimentary given the exorbitant room rate charged at such premium price.,5,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,Breakfast and cocktails,No good view from room.,Breakfast and cocktails No good view from room.,5,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,Excellent service staff (Gavin & Mark). Very attentive and helpful. One of the best service I've seen at our local hotels.,A bit pricey. But I guess you're paying for the classy hotel and exclusivity.,Excellent service staff (Gavin & Mark). Very attentive and helpful. One of the best service I've seen at our local hotels. A bit pricey. But I guess you're paying for the classy hotel and exclusivity.,5,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,Everything was great. Room was beautiful & cozy. Staff were all lovely. I appreciate they did some free cocktail appetizer in the evening with free flow of alcoholic drinks.,"It costs a bomb. It was more than 1000SGD. At that price I usually buy a long flight ticket. But due to covid, no choice but staycation only this year... The breakfast was a bit small. For the price I was expecting more. When I compare with W Hotel for example, there you have a all-you-can-eat huge breakfast with tons of choices.","Everything was great. Room was beautiful & cozy. Staff were all lovely. I appreciate they did some free cocktail appetizer in the evening with free flow of alcoholic drinks. It costs a bomb. It was more than 1000SGD. At that price I usually buy a long flight ticket. But due to covid, no choice but staycation only this year... The breakfast was a bit small. For the price I was expecting more. When I compare with W Hotel for example, there you have a all-you-can-eat huge breakfast with tons of choices.",5,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,The staff is very polite and very attentive. For those who had met me previously (check in or restaurant seating or to obtain parking coupons) actually remember my name and addressed me by Mr Xxx. Which is a nice touch. Small boutique hotel. Many local families with children the same age as my son and they had a blast in the pool.,"I think for couples or guests without kids, this place might be too noisy for them. The pool is right next to their rooms.","The staff is very polite and very attentive. For those who had met me previously (check in or restaurant seating or to obtain parking coupons) actually remember my name and addressed me by Mr Xxx. Which is a nice touch. Small boutique hotel. Many local families with children the same age as my son and they had a blast in the pool. I think for couples or guests without kids, this place might be too noisy for them. The pool is right next to their rooms.",5,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,"Hotel staff were amazing and attentive. Nice pool, delicious breakfast for adults and kids. We enjoyed the evening cocktails and canapes. Room was comfortable and spacious. We certainly hope to come back again.",Nothing. Our stay was too short :),"Hotel staff were amazing and attentive. Nice pool, delicious breakfast for adults and kids. We enjoyed the evening cocktails and canapes. Room was comfortable and spacious. We certainly hope to come back again. Nothing. Our stay was too short :)",5,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,It was quiet and personal. Not many kids so great for couple or solo travellers. Lovely staff. Fab room. Glad it didn’t have poolTimes allocated.,Wish it had spa facilities.,It was quiet and personal. Not many kids so great for couple or solo travellers. Lovely staff. Fab room. Glad it didn’t have poolTimes allocated. Wish it had spa facilities.,4,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,"The cocktail and canapes hour was great, breakfast could do with more variety but generally quality was fantastic",Not a deal breaker but would be nice to have a hotel shuttle service.,"The cocktail and canapes hour was great, breakfast could do with more variety but generally quality was fantastic Not a deal breaker but would be nice to have a hotel shuttle service.",5,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,"The hotel is stunning. I love the old colonial building. The rooms have been beautifully renovated, and all rooms have views over the pool. I had a really relaxing stay. I didn’t realise breakfast and evening canapés were included, so that was a nice surprise! The best part about my stay was the amazing service each of the staff members provided. Everyone went above and beyond to make sure I had a great experience. Can’t wait to come back!!",,"The hotel is stunning. I love the old colonial building. The rooms have been beautifully renovated, and all rooms have views over the pool. I had a really relaxing stay. I didn’t realise breakfast and evening canapés were included, so that was a nice surprise! The best part about my stay was the amazing service each of the staff members provided. Everyone went above and beyond to make sure I had a great experience. Can’t wait to come back!! ",5,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,"The hotel is absolutely gorgeous. We booked the premium room with direct  pool access and it was paradise with our own little jacuzzi and terrasse. The room was beautiful with a great colonial style! Bed was super comfy, amazing bathtub, shower, Japanese toilet, decoration etc! Staff was extremely accommodating and nice! We loved the evening cocktails and canapés complementary every night: delicious! Breakfast was also super good! The welcome drink was superb  and original. Two nights and we felt so relaxed when we left!",We went for our wedding anniversary and I was told that a cake would help us celebrate; we did not get it but got a lovely bottle of prosecco so this was ok! The little history tour could be a bit more detailed but it was interesting!,"The hotel is absolutely gorgeous. We booked the premium room with direct  pool access and it was paradise with our own little jacuzzi and terrasse. The room was beautiful with a great colonial style! Bed was super comfy, amazing bathtub, shower, Japanese toilet, decoration etc! Staff was extremely accommodating and nice! We loved the evening cocktails and canapés complementary every night: delicious! Breakfast was also super good! The welcome drink was superb  and original. Two nights and we felt so relaxed when we left! We went for our wedding anniversary and I was told that a cake would help us celebrate; we did not get it but got a lovely bottle of prosecco so this was ok! The little history tour could be a bit more detailed but it was interesting!",5,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,"Every staff member with whom we came in contact was attentive and kind when I took my family for my son birthday celebration. I would like to express my thanks and appreciation for the excellent service & care we received at The Barracks Hotel from time to time.We had a wonderful staycation and I would definitely recommended this to all of my colleagues, friends and family. Thank you again for such outstanding service:-)",,"Every staff member with whom we came in contact was attentive and kind when I took my family for my son birthday celebration. I would like to express my thanks and appreciation for the excellent service & care we received at The Barracks Hotel from time to time.We had a wonderful staycation and I would definitely recommended this to all of my colleagues, friends and family. Thank you again for such outstanding service:-) ",4,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,I stayed in many hotels in Sentosa and I dare say this is the Best hotel in Sentosa . Exclusive boutique hotel with world class service (even better than Capella ). Stayed here 3 times since its opening n absolutely love it .,,I stayed in many hotels in Sentosa and I dare say this is the Best hotel in Sentosa . Exclusive boutique hotel with world class service (even better than Capella ). Stayed here 3 times since its opening n absolutely love it . ,5,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,"Service was excellent and exceeded our expectation. We were served cocktails from 5-8pm and breakfast selection was great.  We asked for direction as we wanted to go for a walk - instead of just giving us the direction, Shah took the buggy and brought us to the foot of the hill , where the start of the walk should begin. Restaurants around the hotel were also amazing !  Def will be back !",,"Service was excellent and exceeded our expectation. We were served cocktails from 5-8pm and breakfast selection was great.  We asked for direction as we wanted to go for a walk - instead of just giving us the direction, Shah took the buggy and brought us to the foot of the hill , where the start of the walk should begin. Restaurants around the hotel were also amazing !  Def will be back ! ",5,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,"It was a lovely 3-night staycation. My boy especially liked the island bathtub and the balcony overseeing the swimming pool. We loved the spread during breakfast and complimentary canapes and champagne before dinner. Best of all, the staff were very attentive and friendly. Would like to give a special shout out to Gavin who took good care of us, and drove us to other attractions at Sentosa on the hotel's awesome new Jeep. Wonderful memories at the Barracks and can't wait to return.",nothing,"It was a lovely 3-night staycation. My boy especially liked the island bathtub and the balcony overseeing the swimming pool. We loved the spread during breakfast and complimentary canapes and champagne before dinner. Best of all, the staff were very attentive and friendly. Would like to give a special shout out to Gavin who took good care of us, and drove us to other attractions at Sentosa on the hotel's awesome new Jeep. Wonderful memories at the Barracks and can't wait to return. nothing",5,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,"Really enjoyed our staycation at the Barracks.  The service was outstanding, the staff went out of their way to ensure our every need met.  Our room by the pool was perfect for a relaxing holiday.  Having breakfast, snacks & drinks, and cocktail hour all included in the price made it a great value.  We also loved being able to have breakfast and dinner on the patio beside the pool.I would recommend this hotel for couples and families with older kids (teens).",,"Really enjoyed our staycation at the Barracks.  The service was outstanding, the staff went out of their way to ensure our every need met.  Our room by the pool was perfect for a relaxing holiday.  Having breakfast, snacks & drinks, and cocktail hour all included in the price made it a great value.  We also loved being able to have breakfast and dinner on the patio beside the pool.I would recommend this hotel for couples and families with older kids (teens). ",5,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,"It was one of the best hotels I’ve stayed! Clean, modern, great staff and service. Joel who welcomed us and took us the room was fantastic and I’d like to thank him again here for his professionalism & hospitality that made our first day very welcoming & pleasant! Definitely gave us a lot of confidence in the level of service and ambiance of the hotel.",Nothing we didn’t like.. :),"It was one of the best hotels I’ve stayed! Clean, modern, great staff and service. Joel who welcomed us and took us the room was fantastic and I’d like to thank him again here for his professionalism & hospitality that made our first day very welcoming & pleasant! Definitely gave us a lot of confidence in the level of service and ambiance of the hotel. Nothing we didn’t like.. :)",5,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,"The staff are absolutely amazing! Such a nice bunch. Really made the difference. The pool areas are great, not too many people and very relaxing. Place is very clean and professionally taken care of. It really exceeded our expectations.",Nothing to add here!,"The staff are absolutely amazing! Such a nice bunch. Really made the difference. The pool areas are great, not too many people and very relaxing. Place is very clean and professionally taken care of. It really exceeded our expectations. Nothing to add here!",5,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,The nostalgic feeling of the location as it was the very first navy barracks.,"The guest staying in the room next to me. There are certain ways to handle situations and not with vulgarities. And yet after reporting it, the management did nothing about it.","The nostalgic feeling of the location as it was the very first navy barracks. The guest staying in the room next to me. There are certain ways to handle situations and not with vulgarities. And yet after reporting it, the management did nothing about it.",4,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,"An awesome and fantabulous experience. We were greeted by Hafisz with a cold towel and welcome spritz drink at the reception while they process our check-in. Trisha explained the safe protocols and the bookings to adhere with the social distancing.Our room was available so we got lucky for early check-in. We availed the room with direct access to the pool. It’s amazing! Everything in the minibar except for the liquors were complimentary. Awesome! We had our own jacuzzi and we dip in anytime! Btw, they have all day complimentary drinks so around the clock refreshmentsI liked the coziness of the living room area where you can have your breakfast, hi tea and cocktail time. Thank you Gavin for explaining the signature 1904 tea and prepared a mocktail and warm tea for me to try. Well pampered! A thank you to Melvin for booking our afternoon hi tea and granted our request for a late check-out.Special thanks to Emily who always looked after us and our food making sure they were properly served. During our hi tea she prepared our personalised teas for that afternoon. Overly impressed!Thanks to Nuru for being so welcoming and friendly while serving our 2nd day breakfast! The yummy Nasi Lemak!Thank you to Jim the area manager for checking on us making sure we had a wonderful stay!Lastly to Hushali who listened to my feedback and gave a warm reassurance. Thank you much for the parting gift! Guess what? A box of 1904 tea! Awesome!In conclusion, if you are looking for exclusivity and privacy with amazing service and friendliness of everyone, come and book your stay at the Barracks Hotel!",Very minor - i asked for spritz but one of the staff served me a sprite! 😂 still okay.,"An awesome and fantabulous experience. We were greeted by Hafisz with a cold towel and welcome spritz drink at the reception while they process our check-in. Trisha explained the safe protocols and the bookings to adhere with the social distancing.Our room was available so we got lucky for early check-in. We availed the room with direct access to the pool. It’s amazing! Everything in the minibar except for the liquors were complimentary. Awesome! We had our own jacuzzi and we dip in anytime! Btw, they have all day complimentary drinks so around the clock refreshmentsI liked the coziness of the living room area where you can have your breakfast, hi tea and cocktail time. Thank you Gavin for explaining the signature 1904 tea and prepared a mocktail and warm tea for me to try. Well pampered! A thank you to Melvin for booking our afternoon hi tea and granted our request for a late check-out.Special thanks to Emily who always looked after us and our food making sure they were properly served. During our hi tea she prepared our personalised teas for that afternoon. Overly impressed!Thanks to Nuru for being so welcoming and friendly while serving our 2nd day breakfast! The yummy Nasi Lemak!Thank you to Jim the area manager for checking on us making sure we had a wonderful stay!Lastly to Hushali who listened to my feedback and gave a warm reassurance. Thank you much for the parting gift! Guess what? A box of 1904 tea! Awesome!In conclusion, if you are looking for exclusivity and privacy with amazing service and friendliness of everyone, come and book your stay at the Barracks Hotel! Very minor - i asked for spritz but one of the staff served me a sprite! 😂 still okay.",5,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
The Barracks Hotel Sentosa by Far East Hospitality,099567,1.28917835,103.84515431766008,"Jim and gang were such a wonderful and attentive bunch. We always felt so well taken care of. The cocktails were really good. It was a shame that we could not cross over to Village/Outpost to use their facilities, perhaps in future. It was also very convenient that there were good restaurants (Quentin, HideMasa, Royal Taj) that we could easily walk to for dinner.",- One of the jacuzzi buttons need to be pressed continuously for the bubbles to keep on going... :(  - Perhaps work out some collaboration with the restaurants nearby to offer discounts or special dishes for hotel guests or even for meals to be charged to the room?,"Jim and gang were such a wonderful and attentive bunch. We always felt so well taken care of. The cocktails were really good. It was a shame that we could not cross over to Village/Outpost to use their facilities, perhaps in future. It was also very convenient that there were good restaurants (Quentin, HideMasa, Royal Taj) that we could easily walk to for dinner. - One of the jacuzzi buttons need to be pressed continuously for the bubbles to keep on going... :(  - Perhaps work out some collaboration with the restaurants nearby to offer discounts or special dishes for hotel guests or even for meals to be charged to the room?",5,['9.3'],9.7,9.6,9.4,9.3,9.7,8.5,6.2
