hotelname,postalcode,latitude,longitude,review_pos,review_neg,review_text,review-score,overall_score,cleanliness,comfort,location,facilities,staff,value_for_money,Free_Wifi
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,Great facility and very comfortable room. Location is convenient. Nice garden for walking. Good food.,"Quality of service is poor. They forgot to get us a welcome drink, they came to our room for the same reasons multiple times so we were pretty annoyed and wondered if they communicated each other.","Great facility and very comfortable room. Location is convenient. Nice garden for walking. Good food. Quality of service is poor. They forgot to get us a welcome drink, they came to our room for the same reasons multiple times so we were pretty annoyed and wondered if they communicated each other.",3,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,Beautiful property and ameneties,Services was a bit disappointing got debited twice from my credit card and lots of waiting time for room service,Beautiful property and ameneties Services was a bit disappointing got debited twice from my credit card and lots of waiting time for room service,3,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,The recent renovation is superb. The property is in great physical shape.,"The service & staff just aren't up to standard. Whether it was check in, help with bookings, the butler service or room service, we were left each time wondering where the magic was. Each interaction was a disappointment that we explained away but which collectively added up to a poor experience. Yes, it was bad luck the concierge lost our documents. And the kitchen really was so busy that we understood that an hour and half wait for room service was ok. As for the butler service, I'm sure that our ""do not disturb"" button was broken and the repeated efforts to clean the room at 8AM on a Saturday morning was just enthusiastic efficiency.","The recent renovation is superb. The property is in great physical shape. The service & staff just aren't up to standard. Whether it was check in, help with bookings, the butler service or room service, we were left each time wondering where the magic was. Each interaction was a disappointment that we explained away but which collectively added up to a poor experience. Yes, it was bad luck the concierge lost our documents. And the kitchen really was so busy that we understood that an hour and half wait for room service was ok. As for the butler service, I'm sure that our ""do not disturb"" button was broken and the repeated efforts to clean the room at 8AM on a Saturday morning was just enthusiastic efficiency.",1,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,"Service in the Long Bar disappointing , apart from one member of staff Ishwhale !",Service in the whisky bar slow!,"Service in the Long Bar disappointing , apart from one member of staff Ishwhale ! Service in the whisky bar slow!",3,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,"Liked the chairs outside, so you also get to chat a bit with other guests.It’s awesome you get a discount when using services / facilities. Could consider to extend beyond period of the stay - or “next two times”.","The room is very “closed” / dark... only bad thing I have to say about the room.It’s quite pricy -  felt we did not get the best deal, which would have been great ☺️ But no regrets at all - loved the stay!","Liked the chairs outside, so you also get to chat a bit with other guests.It’s awesome you get a discount when using services / facilities. Could consider to extend beyond period of the stay - or “next two times”. The room is very “closed” / dark... only bad thing I have to say about the room.It’s quite pricy -  felt we did not get the best deal, which would have been great ☺️ But no regrets at all - loved the stay!",5,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,The new refurbishment was very done. Place looked really nice.,Only a small point. The cot was too deep for us and we could not place the baby down lightly.,The new refurbishment was very done. Place looked really nice. Only a small point. The cot was too deep for us and we could not place the baby down lightly.,5,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,"Christmas decorations, breakfast, room amenities, the pool & the gym",Nothing really,"Christmas decorations, breakfast, room amenities, the pool & the gym Nothing really",5,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,"Everything was superb - right from location, to the hotel and the experience!",More variety for breakfast! :),"Everything was superb - right from location, to the hotel and the experience! More variety for breakfast! :)",5,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,"We really enjoyed our stay at Raffles. Exceptional hotel, great staff, so nice, welcoming and serviceable. The hotel is gorgeous and the facilities are of great standard.",Nothing,"We really enjoyed our stay at Raffles. Exceptional hotel, great staff, so nice, welcoming and serviceable. The hotel is gorgeous and the facilities are of great standard. Nothing",5,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,Everything!,At one point the phones went down and we couldn’t contact the butler so had to ring externally which was a little frustrating.,Everything! At one point the phones went down and we couldn’t contact the butler so had to ring externally which was a little frustrating.,5,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,Historic building renovated to highest standard,Some staff especially in kitchens didn’t ware masks during this pandemic,Historic building renovated to highest standard Some staff especially in kitchens didn’t ware masks during this pandemic,4,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,Beautiful hotel. Rooms were really nicely laid out with great amenities.,Service was generally quite slow.,Beautiful hotel. Rooms were really nicely laid out with great amenities. Service was generally quite slow.,4,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,It was excellent,,It was excellent ,5,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,"Renovation is so beautifulStaff very attentive, hospitable and accommodating",,"Renovation is so beautifulStaff very attentive, hospitable and accommodating ",5,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,Immaculate and beautifully revamped iconic hotel of Singapore.,Staff were a big issue. They were constantly slow in providing services. Turn down wasn’t done on two nights of our stay. Pool drinks took over 45 minutes to arrive. General lack of service which is very surprising for a hotel of this Calibre. Hope others get a better service.,Immaculate and beautifully revamped iconic hotel of Singapore. Staff were a big issue. They were constantly slow in providing services. Turn down wasn’t done on two nights of our stay. Pool drinks took over 45 minutes to arrive. General lack of service which is very surprising for a hotel of this Calibre. Hope others get a better service.,1,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,,, ,4,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,,, ,5,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,,, ,5,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,,, ,5,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,,, ,5,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,,, ,5,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,,, ,5,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,,, ,5,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,,, ,5,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,,, ,5,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,,, ,5,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,,, ,5,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,,, ,5,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,,, ,5,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,,, ,5,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,,, ,5,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,,, ,5,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,,, ,5,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,,, ,4,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,,, ,2,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,,, ,1,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,,, ,3,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,,, ,5,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,,, ,5,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,,, ,5,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,,, ,5,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
Raffles Singapore,189673,1.2949586333333334,103.85397338333334,,, ,5,['9.4'],9.8,9.8,9.7,9.5,9.5,8.3,9.6
